"IPN","MPN","Manufacturer","Description","Datasheet"
"FAN-0000-0012","PF92251V1-1000U-G99","Sunon","FAN AXIAL 92X25MM 12VDC WIRE","https://www.sunon.com/PROSEARCH_FILES/(D09034460G-01)-1.pdf"
